"","name","url"
"70","weepinbell","https://pokeapi.co/api/v2/pokemon/70/"
"71","victreebel","https://pokeapi.co/api/v2/pokemon/71/"
"72","tentacool","https://pokeapi.co/api/v2/pokemon/72/"
"73","tentacruel","https://pokeapi.co/api/v2/pokemon/73/"
"74","geodude","https://pokeapi.co/api/v2/pokemon/74/"
"75","graveler","https://pokeapi.co/api/v2/pokemon/75/"
"76","golem","https://pokeapi.co/api/v2/pokemon/76/"
"77","ponyta","https://pokeapi.co/api/v2/pokemon/77/"
"78","rapidash","https://pokeapi.co/api/v2/pokemon/78/"
"79","slowpoke","https://pokeapi.co/api/v2/pokemon/79/"
"80","slowbro","https://pokeapi.co/api/v2/pokemon/80/"
"81","magnemite","https://pokeapi.co/api/v2/pokemon/81/"
"82","magneton","https://pokeapi.co/api/v2/pokemon/82/"
"83","farfetchd","https://pokeapi.co/api/v2/pokemon/83/"
"84","doduo","https://pokeapi.co/api/v2/pokemon/84/"
"85","dodrio","https://pokeapi.co/api/v2/pokemon/85/"
"86","seel","https://pokeapi.co/api/v2/pokemon/86/"
"87","dewgong","https://pokeapi.co/api/v2/pokemon/87/"
"88","grimer","https://pokeapi.co/api/v2/pokemon/88/"
"89","muk","https://pokeapi.co/api/v2/pokemon/89/"
"90","shellder","https://pokeapi.co/api/v2/pokemon/90/"
"91","cloyster","https://pokeapi.co/api/v2/pokemon/91/"
"92","gastly","https://pokeapi.co/api/v2/pokemon/92/"
"93","haunter","https://pokeapi.co/api/v2/pokemon/93/"
"94","gengar","https://pokeapi.co/api/v2/pokemon/94/"
"95","onix","https://pokeapi.co/api/v2/pokemon/95/"
"96","drowzee","https://pokeapi.co/api/v2/pokemon/96/"
"97","hypno","https://pokeapi.co/api/v2/pokemon/97/"
"98","krabby","https://pokeapi.co/api/v2/pokemon/98/"
"99","kingler","https://pokeapi.co/api/v2/pokemon/99/"
"100","voltorb","https://pokeapi.co/api/v2/pokemon/100/"
"101","electrode","https://pokeapi.co/api/v2/pokemon/101/"
"102","exeggcute","https://pokeapi.co/api/v2/pokemon/102/"
"103","exeggutor","https://pokeapi.co/api/v2/pokemon/103/"
"104","cubone","https://pokeapi.co/api/v2/pokemon/104/"
"105","marowak","https://pokeapi.co/api/v2/pokemon/105/"
"106","hitmonlee","https://pokeapi.co/api/v2/pokemon/106/"
"107","hitmonchan","https://pokeapi.co/api/v2/pokemon/107/"
"108","lickitung","https://pokeapi.co/api/v2/pokemon/108/"
"109","koffing","https://pokeapi.co/api/v2/pokemon/109/"
"110","weezing","https://pokeapi.co/api/v2/pokemon/110/"
"111","rhyhorn","https://pokeapi.co/api/v2/pokemon/111/"
"112","rhydon","https://pokeapi.co/api/v2/pokemon/112/"
"113","chansey","https://pokeapi.co/api/v2/pokemon/113/"
"114","tangela","https://pokeapi.co/api/v2/pokemon/114/"
"115","kangaskhan","https://pokeapi.co/api/v2/pokemon/115/"
"116","horsea","https://pokeapi.co/api/v2/pokemon/116/"
"117","seadra","https://pokeapi.co/api/v2/pokemon/117/"
"118","goldeen","https://pokeapi.co/api/v2/pokemon/118/"
"119","seaking","https://pokeapi.co/api/v2/pokemon/119/"
"120","staryu","https://pokeapi.co/api/v2/pokemon/120/"
"121","starmie","https://pokeapi.co/api/v2/pokemon/121/"
"122","mr-mime","https://pokeapi.co/api/v2/pokemon/122/"
"123","scyther","https://pokeapi.co/api/v2/pokemon/123/"
"124","jynx","https://pokeapi.co/api/v2/pokemon/124/"
"125","electabuzz","https://pokeapi.co/api/v2/pokemon/125/"
"126","magmar","https://pokeapi.co/api/v2/pokemon/126/"
"127","pinsir","https://pokeapi.co/api/v2/pokemon/127/"
"128","tauros","https://pokeapi.co/api/v2/pokemon/128/"
"129","magikarp","https://pokeapi.co/api/v2/pokemon/129/"
"130","gyarados","https://pokeapi.co/api/v2/pokemon/130/"
"131","lapras","https://pokeapi.co/api/v2/pokemon/131/"
"132","ditto","https://pokeapi.co/api/v2/pokemon/132/"
"133","eevee","https://pokeapi.co/api/v2/pokemon/133/"
"134","vaporeon","https://pokeapi.co/api/v2/pokemon/134/"
"135","jolteon","https://pokeapi.co/api/v2/pokemon/135/"
"136","flareon","https://pokeapi.co/api/v2/pokemon/136/"
"137","porygon","https://pokeapi.co/api/v2/pokemon/137/"
"138","omanyte","https://pokeapi.co/api/v2/pokemon/138/"
"139","omastar","https://pokeapi.co/api/v2/pokemon/139/"
"140","kabuto","https://pokeapi.co/api/v2/pokemon/140/"
"141","kabutops","https://pokeapi.co/api/v2/pokemon/141/"
"142","aerodactyl","https://pokeapi.co/api/v2/pokemon/142/"
"143","snorlax","https://pokeapi.co/api/v2/pokemon/143/"
"144","articuno","https://pokeapi.co/api/v2/pokemon/144/"
"145","zapdos","https://pokeapi.co/api/v2/pokemon/145/"
"146","moltres","https://pokeapi.co/api/v2/pokemon/146/"
"147","dratini","https://pokeapi.co/api/v2/pokemon/147/"
"148","dragonair","https://pokeapi.co/api/v2/pokemon/148/"
"149","dragonite","https://pokeapi.co/api/v2/pokemon/149/"
"150","mewtwo","https://pokeapi.co/api/v2/pokemon/150/"
"151","mew","https://pokeapi.co/api/v2/pokemon/151/"
"152","chikorita","https://pokeapi.co/api/v2/pokemon/152/"
"153","bayleef","https://pokeapi.co/api/v2/pokemon/153/"
"154","meganium","https://pokeapi.co/api/v2/pokemon/154/"
"155","cyndaquil","https://pokeapi.co/api/v2/pokemon/155/"
"156","quilava","https://pokeapi.co/api/v2/pokemon/156/"
"157","typhlosion","https://pokeapi.co/api/v2/pokemon/157/"
"158","totodile","https://pokeapi.co/api/v2/pokemon/158/"
"159","croconaw","https://pokeapi.co/api/v2/pokemon/159/"
"160","feraligatr","https://pokeapi.co/api/v2/pokemon/160/"
"161","sentret","https://pokeapi.co/api/v2/pokemon/161/"
"162","furret","https://pokeapi.co/api/v2/pokemon/162/"
"163","hoothoot","https://pokeapi.co/api/v2/pokemon/163/"
"164","noctowl","https://pokeapi.co/api/v2/pokemon/164/"
"165","ledyba","https://pokeapi.co/api/v2/pokemon/165/"
"166","ledian","https://pokeapi.co/api/v2/pokemon/166/"
"167","spinarak","https://pokeapi.co/api/v2/pokemon/167/"
"168","ariados","https://pokeapi.co/api/v2/pokemon/168/"
"169","crobat","https://pokeapi.co/api/v2/pokemon/169/"
"170","chinchou","https://pokeapi.co/api/v2/pokemon/170/"
"171","lanturn","https://pokeapi.co/api/v2/pokemon/171/"
"172","pichu","https://pokeapi.co/api/v2/pokemon/172/"
"173","cleffa","https://pokeapi.co/api/v2/pokemon/173/"
"174","igglybuff","https://pokeapi.co/api/v2/pokemon/174/"
"175","togepi","https://pokeapi.co/api/v2/pokemon/175/"
"176","togetic","https://pokeapi.co/api/v2/pokemon/176/"
"177","natu","https://pokeapi.co/api/v2/pokemon/177/"
"178","xatu","https://pokeapi.co/api/v2/pokemon/178/"
"179","mareep","https://pokeapi.co/api/v2/pokemon/179/"
"180","flaaffy","https://pokeapi.co/api/v2/pokemon/180/"
"181","ampharos","https://pokeapi.co/api/v2/pokemon/181/"
"182","bellossom","https://pokeapi.co/api/v2/pokemon/182/"
"183","marill","https://pokeapi.co/api/v2/pokemon/183/"
"184","azumarill","https://pokeapi.co/api/v2/pokemon/184/"
"185","sudowoodo","https://pokeapi.co/api/v2/pokemon/185/"
"186","politoed","https://pokeapi.co/api/v2/pokemon/186/"
"187","hoppip","https://pokeapi.co/api/v2/pokemon/187/"
"188","skiploom","https://pokeapi.co/api/v2/pokemon/188/"
"189","jumpluff","https://pokeapi.co/api/v2/pokemon/189/"
"190","aipom","https://pokeapi.co/api/v2/pokemon/190/"
"191","sunkern","https://pokeapi.co/api/v2/pokemon/191/"
"192","sunflora","https://pokeapi.co/api/v2/pokemon/192/"
"193","yanma","https://pokeapi.co/api/v2/pokemon/193/"
"194","wooper","https://pokeapi.co/api/v2/pokemon/194/"
"195","quagsire","https://pokeapi.co/api/v2/pokemon/195/"
"196","espeon","https://pokeapi.co/api/v2/pokemon/196/"
"197","umbreon","https://pokeapi.co/api/v2/pokemon/197/"
"198","murkrow","https://pokeapi.co/api/v2/pokemon/198/"
"199","slowking","https://pokeapi.co/api/v2/pokemon/199/"
"200","misdreavus","https://pokeapi.co/api/v2/pokemon/200/"
"201","unown","https://pokeapi.co/api/v2/pokemon/201/"
"202","wobbuffet","https://pokeapi.co/api/v2/pokemon/202/"
"203","girafarig","https://pokeapi.co/api/v2/pokemon/203/"
"204","pineco","https://pokeapi.co/api/v2/pokemon/204/"
"205","forretress","https://pokeapi.co/api/v2/pokemon/205/"
"206","dunsparce","https://pokeapi.co/api/v2/pokemon/206/"
"207","gligar","https://pokeapi.co/api/v2/pokemon/207/"
"208","steelix","https://pokeapi.co/api/v2/pokemon/208/"
"209","snubbull","https://pokeapi.co/api/v2/pokemon/209/"
"210","granbull","https://pokeapi.co/api/v2/pokemon/210/"
"211","qwilfish","https://pokeapi.co/api/v2/pokemon/211/"
"212","scizor","https://pokeapi.co/api/v2/pokemon/212/"
"213","shuckle","https://pokeapi.co/api/v2/pokemon/213/"
"214","heracross","https://pokeapi.co/api/v2/pokemon/214/"
"215","sneasel","https://pokeapi.co/api/v2/pokemon/215/"
"216","teddiursa","https://pokeapi.co/api/v2/pokemon/216/"
"217","ursaring","https://pokeapi.co/api/v2/pokemon/217/"
"218","slugma","https://pokeapi.co/api/v2/pokemon/218/"
"219","magcargo","https://pokeapi.co/api/v2/pokemon/219/"
"220","swinub","https://pokeapi.co/api/v2/pokemon/220/"
"221","piloswine","https://pokeapi.co/api/v2/pokemon/221/"
"222","corsola","https://pokeapi.co/api/v2/pokemon/222/"
"223","remoraid","https://pokeapi.co/api/v2/pokemon/223/"
"224","octillery","https://pokeapi.co/api/v2/pokemon/224/"
"225","delibird","https://pokeapi.co/api/v2/pokemon/225/"
"226","mantine","https://pokeapi.co/api/v2/pokemon/226/"
"227","skarmory","https://pokeapi.co/api/v2/pokemon/227/"
"228","houndour","https://pokeapi.co/api/v2/pokemon/228/"
"229","houndoom","https://pokeapi.co/api/v2/pokemon/229/"
"230","kingdra","https://pokeapi.co/api/v2/pokemon/230/"
"231","phanpy","https://pokeapi.co/api/v2/pokemon/231/"
"232","donphan","https://pokeapi.co/api/v2/pokemon/232/"
"233","porygon2","https://pokeapi.co/api/v2/pokemon/233/"
"234","stantler","https://pokeapi.co/api/v2/pokemon/234/"
"235","smeargle","https://pokeapi.co/api/v2/pokemon/235/"
"236","tyrogue","https://pokeapi.co/api/v2/pokemon/236/"
"237","hitmontop","https://pokeapi.co/api/v2/pokemon/237/"
"238","smoochum","https://pokeapi.co/api/v2/pokemon/238/"
"239","elekid","https://pokeapi.co/api/v2/pokemon/239/"
"240","magby","https://pokeapi.co/api/v2/pokemon/240/"
"241","miltank","https://pokeapi.co/api/v2/pokemon/241/"
"242","blissey","https://pokeapi.co/api/v2/pokemon/242/"
"243","raikou","https://pokeapi.co/api/v2/pokemon/243/"
"244","entei","https://pokeapi.co/api/v2/pokemon/244/"
"245","suicune","https://pokeapi.co/api/v2/pokemon/245/"
"246","larvitar","https://pokeapi.co/api/v2/pokemon/246/"
"247","pupitar","https://pokeapi.co/api/v2/pokemon/247/"
"248","tyranitar","https://pokeapi.co/api/v2/pokemon/248/"
"249","lugia","https://pokeapi.co/api/v2/pokemon/249/"
"250","ho-oh","https://pokeapi.co/api/v2/pokemon/250/"
"251","celebi","https://pokeapi.co/api/v2/pokemon/251/"
"252","treecko","https://pokeapi.co/api/v2/pokemon/252/"
"253","grovyle","https://pokeapi.co/api/v2/pokemon/253/"
"254","sceptile","https://pokeapi.co/api/v2/pokemon/254/"
"255","torchic","https://pokeapi.co/api/v2/pokemon/255/"
"256","combusken","https://pokeapi.co/api/v2/pokemon/256/"
"257","blaziken","https://pokeapi.co/api/v2/pokemon/257/"
"258","mudkip","https://pokeapi.co/api/v2/pokemon/258/"
"259","marshtomp","https://pokeapi.co/api/v2/pokemon/259/"
"260","swampert","https://pokeapi.co/api/v2/pokemon/260/"
"261","poochyena","https://pokeapi.co/api/v2/pokemon/261/"
"262","mightyena","https://pokeapi.co/api/v2/pokemon/262/"
"263","zigzagoon","https://pokeapi.co/api/v2/pokemon/263/"
"264","linoone","https://pokeapi.co/api/v2/pokemon/264/"
"265","wurmple","https://pokeapi.co/api/v2/pokemon/265/"
"266","silcoon","https://pokeapi.co/api/v2/pokemon/266/"
"267","beautifly","https://pokeapi.co/api/v2/pokemon/267/"
"268","cascoon","https://pokeapi.co/api/v2/pokemon/268/"
"269","dustox","https://pokeapi.co/api/v2/pokemon/269/"
"270","lotad","https://pokeapi.co/api/v2/pokemon/270/"
"271","lombre","https://pokeapi.co/api/v2/pokemon/271/"
"272","ludicolo","https://pokeapi.co/api/v2/pokemon/272/"
"273","seedot","https://pokeapi.co/api/v2/pokemon/273/"
"274","nuzleaf","https://pokeapi.co/api/v2/pokemon/274/"
"275","shiftry","https://pokeapi.co/api/v2/pokemon/275/"
"276","taillow","https://pokeapi.co/api/v2/pokemon/276/"
"277","swellow","https://pokeapi.co/api/v2/pokemon/277/"
"278","wingull","https://pokeapi.co/api/v2/pokemon/278/"
"279","pelipper","https://pokeapi.co/api/v2/pokemon/279/"
"280","ralts","https://pokeapi.co/api/v2/pokemon/280/"
"281","kirlia","https://pokeapi.co/api/v2/pokemon/281/"
"282","gardevoir","https://pokeapi.co/api/v2/pokemon/282/"
"283","surskit","https://pokeapi.co/api/v2/pokemon/283/"
"284","masquerain","https://pokeapi.co/api/v2/pokemon/284/"
"285","shroomish","https://pokeapi.co/api/v2/pokemon/285/"
"286","breloom","https://pokeapi.co/api/v2/pokemon/286/"
"287","slakoth","https://pokeapi.co/api/v2/pokemon/287/"
"288","vigoroth","https://pokeapi.co/api/v2/pokemon/288/"
"289","slaking","https://pokeapi.co/api/v2/pokemon/289/"
"290","nincada","https://pokeapi.co/api/v2/pokemon/290/"
"291","ninjask","https://pokeapi.co/api/v2/pokemon/291/"
"292","shedinja","https://pokeapi.co/api/v2/pokemon/292/"
"293","whismur","https://pokeapi.co/api/v2/pokemon/293/"
"294","loudred","https://pokeapi.co/api/v2/pokemon/294/"
"295","exploud","https://pokeapi.co/api/v2/pokemon/295/"
"296","makuhita","https://pokeapi.co/api/v2/pokemon/296/"
"297","hariyama","https://pokeapi.co/api/v2/pokemon/297/"
"298","azurill","https://pokeapi.co/api/v2/pokemon/298/"
"299","nosepass","https://pokeapi.co/api/v2/pokemon/299/"
"300","skitty","https://pokeapi.co/api/v2/pokemon/300/"
"301","delcatty","https://pokeapi.co/api/v2/pokemon/301/"
"302","sableye","https://pokeapi.co/api/v2/pokemon/302/"
"303","mawile","https://pokeapi.co/api/v2/pokemon/303/"
"304","aron","https://pokeapi.co/api/v2/pokemon/304/"
"305","lairon","https://pokeapi.co/api/v2/pokemon/305/"
"306","aggron","https://pokeapi.co/api/v2/pokemon/306/"
"307","meditite","https://pokeapi.co/api/v2/pokemon/307/"
"308","medicham","https://pokeapi.co/api/v2/pokemon/308/"
"309","electrike","https://pokeapi.co/api/v2/pokemon/309/"
"310","manectric","https://pokeapi.co/api/v2/pokemon/310/"
"311","plusle","https://pokeapi.co/api/v2/pokemon/311/"
"312","minun","https://pokeapi.co/api/v2/pokemon/312/"
"313","volbeat","https://pokeapi.co/api/v2/pokemon/313/"
"314","illumise","https://pokeapi.co/api/v2/pokemon/314/"
"315","roselia","https://pokeapi.co/api/v2/pokemon/315/"
"316","gulpin","https://pokeapi.co/api/v2/pokemon/316/"
"317","swalot","https://pokeapi.co/api/v2/pokemon/317/"
"318","carvanha","https://pokeapi.co/api/v2/pokemon/318/"
"319","sharpedo","https://pokeapi.co/api/v2/pokemon/319/"
"320","wailmer","https://pokeapi.co/api/v2/pokemon/320/"
"321","wailord","https://pokeapi.co/api/v2/pokemon/321/"
"322","numel","https://pokeapi.co/api/v2/pokemon/322/"
"323","camerupt","https://pokeapi.co/api/v2/pokemon/323/"
"324","torkoal","https://pokeapi.co/api/v2/pokemon/324/"
"325","spoink","https://pokeapi.co/api/v2/pokemon/325/"
"326","grumpig","https://pokeapi.co/api/v2/pokemon/326/"
"327","spinda","https://pokeapi.co/api/v2/pokemon/327/"
"328","trapinch","https://pokeapi.co/api/v2/pokemon/328/"
"329","vibrava","https://pokeapi.co/api/v2/pokemon/329/"
"330","flygon","https://pokeapi.co/api/v2/pokemon/330/"
"331","cacnea","https://pokeapi.co/api/v2/pokemon/331/"
"332","cacturne","https://pokeapi.co/api/v2/pokemon/332/"
"333","swablu","https://pokeapi.co/api/v2/pokemon/333/"
"334","altaria","https://pokeapi.co/api/v2/pokemon/334/"
"335","zangoose","https://pokeapi.co/api/v2/pokemon/335/"
"336","seviper","https://pokeapi.co/api/v2/pokemon/336/"
"337","lunatone","https://pokeapi.co/api/v2/pokemon/337/"
"338","solrock","https://pokeapi.co/api/v2/pokemon/338/"
"339","barboach","https://pokeapi.co/api/v2/pokemon/339/"
"340","whiscash","https://pokeapi.co/api/v2/pokemon/340/"
"341","corphish","https://pokeapi.co/api/v2/pokemon/341/"
"342","crawdaunt","https://pokeapi.co/api/v2/pokemon/342/"
"343","baltoy","https://pokeapi.co/api/v2/pokemon/343/"
"344","claydol","https://pokeapi.co/api/v2/pokemon/344/"
"345","lileep","https://pokeapi.co/api/v2/pokemon/345/"
"346","cradily","https://pokeapi.co/api/v2/pokemon/346/"
"347","anorith","https://pokeapi.co/api/v2/pokemon/347/"
"348","armaldo","https://pokeapi.co/api/v2/pokemon/348/"
"349","feebas","https://pokeapi.co/api/v2/pokemon/349/"
"350","milotic","https://pokeapi.co/api/v2/pokemon/350/"
"351","castform","https://pokeapi.co/api/v2/pokemon/351/"
"352","kecleon","https://pokeapi.co/api/v2/pokemon/352/"
"353","shuppet","https://pokeapi.co/api/v2/pokemon/353/"
"354","banette","https://pokeapi.co/api/v2/pokemon/354/"
"355","duskull","https://pokeapi.co/api/v2/pokemon/355/"
"356","dusclops","https://pokeapi.co/api/v2/pokemon/356/"
"357","tropius","https://pokeapi.co/api/v2/pokemon/357/"
"358","chimecho","https://pokeapi.co/api/v2/pokemon/358/"
"359","absol","https://pokeapi.co/api/v2/pokemon/359/"
"360","wynaut","https://pokeapi.co/api/v2/pokemon/360/"
"361","snorunt","https://pokeapi.co/api/v2/pokemon/361/"
"362","glalie","https://pokeapi.co/api/v2/pokemon/362/"
"363","spheal","https://pokeapi.co/api/v2/pokemon/363/"
"364","sealeo","https://pokeapi.co/api/v2/pokemon/364/"
"365","walrein","https://pokeapi.co/api/v2/pokemon/365/"
"366","clamperl","https://pokeapi.co/api/v2/pokemon/366/"
"367","huntail","https://pokeapi.co/api/v2/pokemon/367/"
"368","gorebyss","https://pokeapi.co/api/v2/pokemon/368/"
"369","relicanth","https://pokeapi.co/api/v2/pokemon/369/"
"370","luvdisc","https://pokeapi.co/api/v2/pokemon/370/"
"371","bagon","https://pokeapi.co/api/v2/pokemon/371/"
"372","shelgon","https://pokeapi.co/api/v2/pokemon/372/"
"373","salamence","https://pokeapi.co/api/v2/pokemon/373/"
"374","beldum","https://pokeapi.co/api/v2/pokemon/374/"
"375","metang","https://pokeapi.co/api/v2/pokemon/375/"
"376","metagross","https://pokeapi.co/api/v2/pokemon/376/"
"377","regirock","https://pokeapi.co/api/v2/pokemon/377/"
"378","regice","https://pokeapi.co/api/v2/pokemon/378/"
"379","registeel","https://pokeapi.co/api/v2/pokemon/379/"
"380","latias","https://pokeapi.co/api/v2/pokemon/380/"
"381","latios","https://pokeapi.co/api/v2/pokemon/381/"
"382","kyogre","https://pokeapi.co/api/v2/pokemon/382/"
"383","groudon","https://pokeapi.co/api/v2/pokemon/383/"
"384","rayquaza","https://pokeapi.co/api/v2/pokemon/384/"
"385","jirachi","https://pokeapi.co/api/v2/pokemon/385/"
"386","deoxys-normal","https://pokeapi.co/api/v2/pokemon/386/"
"387","turtwig","https://pokeapi.co/api/v2/pokemon/387/"
"388","grotle","https://pokeapi.co/api/v2/pokemon/388/"
"389","torterra","https://pokeapi.co/api/v2/pokemon/389/"
"390","chimchar","https://pokeapi.co/api/v2/pokemon/390/"
"391","monferno","https://pokeapi.co/api/v2/pokemon/391/"
"392","infernape","https://pokeapi.co/api/v2/pokemon/392/"
"393","piplup","https://pokeapi.co/api/v2/pokemon/393/"
"394","prinplup","https://pokeapi.co/api/v2/pokemon/394/"
"395","empoleon","https://pokeapi.co/api/v2/pokemon/395/"
"396","starly","https://pokeapi.co/api/v2/pokemon/396/"
"397","staravia","https://pokeapi.co/api/v2/pokemon/397/"
"398","staraptor","https://pokeapi.co/api/v2/pokemon/398/"
"399","bidoof","https://pokeapi.co/api/v2/pokemon/399/"
"400","bibarel","https://pokeapi.co/api/v2/pokemon/400/"
"401","kricketot","https://pokeapi.co/api/v2/pokemon/401/"
"402","kricketune","https://pokeapi.co/api/v2/pokemon/402/"
"403","shinx","https://pokeapi.co/api/v2/pokemon/403/"
"404","luxio","https://pokeapi.co/api/v2/pokemon/404/"
"405","luxray","https://pokeapi.co/api/v2/pokemon/405/"
"406","budew","https://pokeapi.co/api/v2/pokemon/406/"
"407","roserade","https://pokeapi.co/api/v2/pokemon/407/"
"408","cranidos","https://pokeapi.co/api/v2/pokemon/408/"
"409","rampardos","https://pokeapi.co/api/v2/pokemon/409/"
"410","shieldon","https://pokeapi.co/api/v2/pokemon/410/"
"411","bastiodon","https://pokeapi.co/api/v2/pokemon/411/"
"412","burmy","https://pokeapi.co/api/v2/pokemon/412/"
"413","wormadam-plant","https://pokeapi.co/api/v2/pokemon/413/"
"414","mothim","https://pokeapi.co/api/v2/pokemon/414/"
"415","combee","https://pokeapi.co/api/v2/pokemon/415/"
"416","vespiquen","https://pokeapi.co/api/v2/pokemon/416/"
"417","pachirisu","https://pokeapi.co/api/v2/pokemon/417/"
"418","buizel","https://pokeapi.co/api/v2/pokemon/418/"
"419","floatzel","https://pokeapi.co/api/v2/pokemon/419/"
"420","cherubi","https://pokeapi.co/api/v2/pokemon/420/"
"421","cherrim","https://pokeapi.co/api/v2/pokemon/421/"
"422","shellos","https://pokeapi.co/api/v2/pokemon/422/"
"423","gastrodon","https://pokeapi.co/api/v2/pokemon/423/"
"424","ambipom","https://pokeapi.co/api/v2/pokemon/424/"
"425","drifloon","https://pokeapi.co/api/v2/pokemon/425/"
"426","drifblim","https://pokeapi.co/api/v2/pokemon/426/"
"427","buneary","https://pokeapi.co/api/v2/pokemon/427/"
"428","lopunny","https://pokeapi.co/api/v2/pokemon/428/"
"429","mismagius","https://pokeapi.co/api/v2/pokemon/429/"
"430","honchkrow","https://pokeapi.co/api/v2/pokemon/430/"
"431","glameow","https://pokeapi.co/api/v2/pokemon/431/"
"432","purugly","https://pokeapi.co/api/v2/pokemon/432/"
"433","chingling","https://pokeapi.co/api/v2/pokemon/433/"
"434","stunky","https://pokeapi.co/api/v2/pokemon/434/"
"435","skuntank","https://pokeapi.co/api/v2/pokemon/435/"
"436","bronzor","https://pokeapi.co/api/v2/pokemon/436/"
"437","bronzong","https://pokeapi.co/api/v2/pokemon/437/"
"438","bonsly","https://pokeapi.co/api/v2/pokemon/438/"
"439","mime-jr","https://pokeapi.co/api/v2/pokemon/439/"
"440","happiny","https://pokeapi.co/api/v2/pokemon/440/"
"441","chatot","https://pokeapi.co/api/v2/pokemon/441/"
